Price,Suburb,Rooms,Type,Method,Date,Postcode,Bedrooms,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Latitude,Longitude,Regionname,Propertycount,Rooms_winsorized,Landsize_winsorized,BuildingArea_winsorized,Car_Missing,distance_cbd_km
515000.0,Kew,2,Unit / Duplex,S,10/12/2016,3101.0,2.0,1.0,1.0,743.0,,,Boroondara City Council,-37.8017,145.0445,Southern Metropolitan,10331.0,2,743.0,,False,9.199758269301963
2310000.0,Kew,3,House,S,10/12/2016,3101.0,3.0,1.0,2.0,782.0,175.0,1920.0,Boroondara City Council,-37.8107,145.0219,Southern Metropolitan,10331.0,3,782.0,175.0,False,6.6187549890742625
890000.0,Kew,2,House,S,10/12/2016,3101.0,2.0,1.0,1.0,0.0,,1970.0,Boroondara City Council,-37.8128,145.0588,Southern Metropolitan,10331.0,2,0.0,,False,10.712653264728988
1668000.0,Kew,3,House,S,11/02/2017,3101.0,3.0,2.0,2.0,289.0,,,Boroondara City Council,-37.8048,145.0303,Southern Metropolitan,10331.0,3,289.0,,False,7.593917967044676
800000.0,Kew,3,Townhouse,S,12/11/2016,3101.0,3.0,2.0,2.0,848.0,97.0,1970.0,Boroondara City Council,-37.796,145.0324,Southern Metropolitan,10331.0,3,848.0,97.0,False,7.9879387647310836
4850000.0,Kew,5,House,S,12/11/2016,3101.0,5.0,4.0,4.0,957.0,400.0,1930.0,Boroondara City Council,-37.8112,145.057,Southern Metropolitan,10331.0,5,957.0,400.0,False,10.513293084908215
850000.0,Kew,2,Townhouse,PI,12/11/2016,3101.0,3.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,10331.0,2,,,True,
2770000.0,Kew,3,House,S,13/08/2016,3101.0,3.0,3.0,4.0,1197.0,,1927.0,Boroondara City Council,-37.8168,145.056,Southern Metropolitan,10331.0,3,1197.0,,False,10.414015670751125
6500000.0,Kew,6,House,S,13/08/2016,3101.0,6.0,6.0,3.0,1334.0,365.0,1890.0,Boroondara City Council,-37.8029,145.0267,Southern Metropolitan,10331.0,5,1334.0,365.0,False,7.224030045412318
2250000.0,Kew,4,House,VB,13/08/2016,3101.0,3.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,10331.0,4,,,True,
843000.0,Kew,2,Unit / Duplex,S,13/08/2016,3101.0,2.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,10331.0,2,,,True,
725000.0,Kew,2,Unit / Duplex,PI,13/08/2016,3101.0,2.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,10331.0,2,,,True,
580000.0,Kew,2,Unit / Duplex,PI,13/08/2016,3101.0,2.0,1.0,1.0,0.0,,1970.0,Boroondara City Council,-37.8071,145.0243,Southern Metropolitan,10331.0,2,0.0,,False,6.9065070600858185
525000.0,Kew,2,Unit / Duplex,PI,14/05/2016,3101.0,2.0,1.0,1.0,0.0,,,Boroondara City Council,-37.8054,145.0373,Southern Metropolitan,10331.0,2,0.0,,False,8.360440035780014
1905000.0,Kew,3,House,S,14/05/2016,3101.0,4.0,2.0,2.0,591.0,190.0,1910.0,Boroondara City Council,-37.812,145.0268,Southern Metropolitan,10331.0,3,591.0,190.0,False,7.160514751328742
1205000.0,Kew,2,House,S,14/05/2016,3101.0,3.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,10331.0,2,,,True,
672000.0,Kew,2,Unit / Duplex,S,15/10/2016,3101.0,2.0,1.0,1.0,0.0,77.0,1966.0,Boroondara City Council,-37.8108,145.0545,Southern Metropolitan,10331.0,2,0.0,77.0,False,10.236403525799087
2286000.0,Kew,4,House,S,15/10/2016,3101.0,4.0,3.0,2.0,712.0,237.0,1975.0,Boroondara City Council,-37.8034,145.0527,Southern Metropolitan,10331.0,4,712.0,237.0,False,10.083146906893552
2600000.0,Kew,5,House,VB,15/10/2016,3101.0,3.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,10331.0,5,,,True,
1575000.0,Kew,3,House,PI,15/10/2016,3101.0,3.0,2.0,2.0,397.0,80.0,1940.0,Boroondara City Council,-37.8013,145.0335,Southern Metropolitan,10331.0,3,397.0,80.0,False,7.996782001116422
590000.0,Kew,2,Unit / Duplex,SP,15/10/2016,3101.0,2.0,1.0,1.0,0.0,80.0,1975.0,Boroondara City Council,-37.805,145.0294,Southern Metropolitan,10331.0,2,0.0,80.0,False,7.492205809968565
765000.0,Kew,2,Unit / Duplex,S,15/10/2016,3101.0,2.0,1.0,0.0,0.0,,1960.0,Boroondara City Council,-37.8066,145.0211,Southern Metropolitan,10331.0,2,0.0,,True,6.557641814756893
1507000.0,Kew,2,House,S,15/10/2016,3101.0,2.0,1.0,2.0,667.0,,,Boroondara City Council,-37.8007,145.0327,Southern Metropolitan,10331.0,2,667.0,,False,7.919514183719681
2650000.0,Kew,5,House,VB,16/04/2016,3101.0,3.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,10331.0,5,,,True,
950000.0,Kew,2,Unit / Duplex,S,16/04/2016,3101.0,2.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,10331.0,2,,,True,
972500.0,Kew,3,House,S,16/04/2016,3101.0,3.0,2.0,0.0,0.0,,1970.0,Boroondara City Council,-37.7925,145.0389,Southern Metropolitan,10331.0,3,0.0,,True,8.781127728627114
672000.0,Kew,2,Townhouse,S,17/09/2016,3101.0,2.0,1.0,1.0,0.0,,1980.0,Boroondara City Council,-37.8094,145.0446,Southern Metropolitan,10331.0,2,0.0,,False,9.141677116457638
787000.0,Kew,2,Unit / Duplex,S,17/09/2016,3101.0,2.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,10331.0,2,,,True,
2350000.0,Kew,4,House,VB,17/09/2016,3101.0,4.0,2.0,2.0,861.0,358.0,1983.0,Boroondara City Council,-37.8047,145.0534,Southern Metropolitan,10331.0,4,861.0,358.0,False,10.147573911991834
1312000.0,Kew,4,House,PI,17/09/2016,3101.0,4.0,2.0,1.0,687.0,180.0,1955.0,Boroondara City Council,-37.8096,145.0529,Southern Metropolitan,10331.0,4,687.0,180.0,False,10.061812670116163
890000.0,Kew,2,Unit / Duplex,S,17/09/2016,3101.0,2.0,2.0,1.0,89.0,87.0,1965.0,Boroondara City Council,-37.8148,145.0571,Southern Metropolitan,10331.0,2,89.0,87.0,False,10.527625856292524
2117000.0,Kew,4,House,S,17/09/2016,3101.0,4.0,1.0,2.0,520.0,,,Boroondara City Council,-37.8082,145.0323,Southern Metropolitan,10331.0,4,520.0,,False,7.783849710582181
1331000.0,Kew,2,House,S,17/09/2016,3101.0,2.0,1.0,0.0,424.0,89.0,1940.0,Boroondara City Council,-37.7995,145.0418,Southern Metropolitan,10331.0,2,424.0,89.0,True,8.93791820178235
1800000.0,Kew,4,House,VB,17/09/2016,3101.0,5.0,2.0,2.0,586.0,187.0,1940.0,Boroondara City Council,-37.7933,145.0343,Southern Metropolitan,10331.0,4,586.0,187.0,False,8.264620746698027
2513000.0,Kew,4,House,S,17/09/2016,3101.0,3.0,1.0,2.0,832.0,,,Boroondara City Council,-37.8036,145.0545,Southern Metropolitan,10331.0,4,832.0,,False,10.279925417439795
1476000.0,Kew,3,House,S,18/03/2017,3101.0,3.0,2.0,2.0,288.0,203.0,1997.0,Boroondara City Council,-37.7997,145.046,Southern Metropolitan,10331.0,3,288.0,203.0,False,9.395229207788745
2590000.0,Kew,4,House,S,18/03/2017,3101.0,4.0,2.0,2.0,660.0,215.0,1928.0,Boroondara City Council,-37.8124,145.0361,Southern Metropolitan,10331.0,4,660.0,215.0,False,8.1927892262284
2625000.0,Kew,4,House,PI,18/03/2017,3101.0,4.0,2.0,2.0,717.0,225.0,1890.0,Boroondara City Council,-37.8083,145.0418,Southern Metropolitan,10331.0,4,717.0,225.0,False,8.836257371505113
3800000.0,Kew,5,House,VB,18/03/2017,3101.0,3.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,10331.0,5,,,True,
3130000.0,Kew,8,House,S,18/03/2017,3101.0,3.0,,0.0,,,,Boroondara City Council,-37.8034,145.0331,Southern Metropolitan,10331.0,5,,,True,7.920681341148708
1975000.0,Kew,5,House,S,18/06/2016,3101.0,3.0,2.0,1.0,531.0,1022.0,1890.0,Boroondara City Council,-37.813,145.0411,Southern Metropolitan,10331.0,5,531.0,477.5,False,8.748182808899463
2075000.0,Kew,4,House,S,18/06/2016,3101.0,4.0,2.0,2.0,764.0,,,Boroondara City Council,-37.8046,145.0595,Southern Metropolitan,10331.0,4,764.0,,False,10.823378532622066
2550000.0,Kew,5,House,PI,18/06/2016,3101.0,5.0,4.0,2.0,597.0,342.0,2016.0,Boroondara City Council,-37.7937,145.0353,Southern Metropolitan,10331.0,5,597.0,342.0,False,8.360985096330845
2821000.0,Kew,5,House,S,18/06/2016,3101.0,3.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,10331.0,5,,,True,
2240000.0,Kew,4,House,S,19/11/2016,3101.0,4.0,2.0,2.0,820.0,,,Boroondara City Council,-37.804,145.0553,Southern Metropolitan,10331.0,4,820.0,,False,10.364333007748654
1275000.0,Kew,2,House,S,19/11/2016,3101.0,2.0,1.0,0.0,381.0,,,Boroondara City Council,-37.8033,145.036,Southern Metropolitan,10331.0,2,381.0,,False,8.241530195202042
1330000.0,Kew,3,Townhouse,PI,19/11/2016,3101.0,3.0,2.0,0.0,205.0,184.0,1995.0,Boroondara City Council,-37.7993,145.0267,Southern Metropolitan,10331.0,3,205.0,184.0,True,7.2920643949149335
720000.0,Kew,3,Unit / Duplex,S,22/05/2016,3101.0,3.0,1.0,1.0,0.0,,,Boroondara City Council,-37.8135,145.0355,Southern Metropolitan,10331.0,3,0.0,,False,8.127385685069978
1450000.0,Kew,3,House,VB,22/05/2016,3101.0,3.0,2.0,2.0,247.0,204.0,1998.0,Boroondara City Council,-37.8053,145.0327,Southern Metropolitan,10331.0,3,247.0,204.0,False,7.853161881870056
2760000.0,Kew,5,House,PI,22/05/2016,3101.0,3.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,10331.0,5,,,True,
3650000.0,Kew,3,House,VB,22/08/2016,3101.0,3.0,2.0,0.0,1353.0,282.0,1960.0,Boroondara City Council,-37.8006,145.0218,Southern Metropolitan,10331.0,3,1353.0,282.0,True,6.730488618159401
1528000.0,Kew,3,House,S,22/08/2016,3101.0,3.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,10331.0,3,,,True,
551000.0,Kew,2,Unit / Duplex,S,23/04/2016,3101.0,2.0,1.0,2.0,0.0,,1992.0,Boroondara City Council,-37.7925,145.0263,Southern Metropolitan,10331.0,2,0.0,,False,7.434924697034871
2800000.0,Kew,4,House,VB,23/04/2016,3101.0,4.0,1.0,0.0,919.0,,,Boroondara City Council,-37.8012,145.0297,Southern Metropolitan,10331.0,4,919.0,,False,7.5819222399060715
2215000.0,Kew,3,House,S,23/04/2016,3101.0,3.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,10331.0,3,,,True,
557000.0,Kew,2,Unit / Duplex,S,24/09/2016,3101.0,2.0,1.0,0.0,0.0,,,Boroondara City Council,-37.8034,145.0369,Southern Metropolitan,10331.0,2,0.0,,True,8.339400972461378
1410000.0,Kew,3,House,PI,24/09/2016,3101.0,3.0,1.0,1.0,519.0,,,Boroondara City Council,-37.796,145.0377,Southern Metropolitan,10331.0,3,519.0,,False,8.562105115708187
1000000.0,Kew,4,Townhouse,VB,24/09/2016,3101.0,3.0,3.0,2.0,317.0,,,Boroondara City Council,-37.794,145.032,Southern Metropolitan,10331.0,4,317.0,,False,7.997961278770372
2450000.0,Kew,4,House,VB,24/09/2016,3101.0,3.0,2.0,2.0,1012.0,,1900.0,Boroondara City Council,-37.8067,145.0277,Southern Metropolitan,10331.0,4,1012.0,,False,7.286295219719686
2460000.0,Kew,4,House,S,24/09/2016,3101.0,4.0,4.0,2.0,737.0,,1910.0,Boroondara City Council,-37.8042,145.0291,Southern Metropolitan,10331.0,4,737.0,,False,7.469177757230235
2850000.0,Kew,4,House,S,25/02/2017,3101.0,4.0,2.0,4.0,690.0,248.0,1890.0,Boroondara City Council,-37.8037,145.0308,Southern Metropolitan,10331.0,4,690.0,248.0,False,7.663222939355488
2150000.0,Kew,4,House,S,25/02/2017,3101.0,3.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,10331.0,4,,,True,
2425000.0,Kew,5,House,VB,25/02/2017,3101.0,5.0,2.0,2.0,534.0,237.0,1890.0,Boroondara City Council,-37.8044,145.0386,Southern Metropolitan,10331.0,5,534.0,237.0,False,8.514772239912334
610000.0,Kew,2,Unit / Duplex,SP,25/02/2017,3101.0,2.0,1.0,1.0,745.0,72.0,1968.0,Boroondara City Council,-37.8024,145.0346,Southern Metropolitan,10331.0,2,745.0,72.0,False,8.100135416192733
2350000.0,Kew,3,Townhouse,PI,25/02/2017,3101.0,3.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,10331.0,3,,,True,
955000.0,Kew,3,Unit / Duplex,S,25/02/2017,3101.0,3.0,2.0,0.0,140.0,121.0,1980.0,Boroondara City Council,-37.8063,145.0179,Southern Metropolitan,10331.0,3,140.0,121.0,True,6.20759661303645
707500.0,Kew,2,Townhouse,S,26/07/2016,3101.0,2.0,1.0,1.0,124.0,86.0,1992.0,Boroondara City Council,-37.7938,145.0321,Southern Metropolitan,10331.0,2,124.0,86.0,False,8.014339325254294
727500.0,Kew,2,Unit / Duplex,S,26/07/2016,3101.0,2.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,10331.0,2,,,True,
1410000.0,Kew,3,House,S,26/07/2016,3101.0,3.0,2.0,1.0,442.0,,,Boroondara City Council,-37.8046,145.0382,Southern Metropolitan,10331.0,3,442.0,,False,8.468355691843481
732000.0,Kew,3,Townhouse,S,26/07/2016,3101.0,3.0,1.0,1.0,904.0,110.0,1980.0,Boroondara City Council,-37.801,145.0297,Southern Metropolitan,10331.0,3,904.0,110.0,False,7.585539607181864
2875000.0,Kew,2,House,S,27/06/2016,3101.0,2.0,1.0,1.0,1065.0,90.0,1910.0,Boroondara City Council,-37.7944,145.0339,Southern Metropolitan,10331.0,2,1065.0,90.0,False,8.19132879221112
480000.0,Kew,2,Unit / Duplex,VB,27/06/2016,3101.0,2.0,2.0,1.0,0.0,,2005.0,Boroondara City Council,-37.8162,145.0592,Southern Metropolitan,10331.0,2,0.0,,False,10.765878564323156
1725000.0,Kew,4,House,S,27/06/2016,3101.0,4.0,2.0,3.0,709.0,,,Boroondara City Council,-37.8065,145.0287,Southern Metropolitan,10331.0,4,709.0,,False,7.398782389258737
730000.0,Kew,2,Unit / Duplex,S,27/11/2016,3101.0,2.0,1.0,1.0,,,,Boroondara City Council,-37.8094,145.0446,Southern Metropolitan,10331.0,2,,,False,9.141677116457638
1830000.0,Kew,4,House,PI,27/11/2016,3101.0,3.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,10331.0,4,,,True,
1500000.0,Kew,3,House,PI,27/11/2016,3101.0,3.0,1.0,2.0,857.0,130.0,1941.0,Boroondara City Council,-37.7981,145.0423,Southern Metropolitan,10331.0,3,857.0,130.0,False,9.018453315290818
1750000.0,Kew,4,House,S,27/11/2016,3101.0,4.0,3.0,2.0,641.0,230.0,2010.0,Boroondara City Council,-37.7982,145.0281,Southern Metropolitan,10331.0,4,641.0,230.0,False,7.468991902444509
1290000.0,Kew,3,House,S,27/11/2016,3101.0,3.0,1.0,0.0,321.0,,,Boroondara City Council,-37.8116,145.0285,Southern Metropolitan,10331.0,3,321.0,,False,7.349503703182033
1440000.0,Kew,3,House,S,27/11/2016,3101.0,3.0,1.0,1.0,298.0,130.0,1900.0,Boroondara City Council,-37.8021,145.0391,Southern Metropolitan,10331.0,3,298.0,130.0,False,8.599635681032904
2560000.0,Kew,4,House,PI,27/11/2016,3101.0,4.0,3.0,4.0,670.0,346.0,1990.0,Boroondara City Council,-37.8042,145.0279,Southern Metropolitan,10331.0,4,670.0,346.0,False,7.3369474556913
2600000.0,Kew,5,House,VB,27/11/2016,3101.0,5.0,2.0,2.0,674.0,281.0,1959.0,Boroondara City Council,-37.8064,145.0608,Southern Metropolitan,10331.0,5,674.0,281.0,False,10.953618397775102
2245000.0,Kew,4,House,S,27/11/2016,3101.0,4.0,3.0,2.0,627.0,,,Boroondara City Council,-37.7915,145.0348,Southern Metropolitan,10331.0,4,627.0,,False,8.371018220342771
3280000.0,Kew,5,House,PI,27/11/2016,3101.0,4.0,5.0,2.0,480.0,147.0,1979.0,Boroondara City Council,-37.8117,145.0449,Southern Metropolitan,10331.0,5,480.0,147.0,False,9.169758802734277
3000000.0,Kew,4,House,S,27/11/2016,3101.0,3.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,10331.0,4,,,True,
730000.0,Kew,3,Townhouse,SP,27/11/2016,3101.0,3.0,2.0,2.0,0.0,,,Boroondara City Council,-37.7941,145.0238,Southern Metropolitan,10331.0,3,0.0,,False,7.117962613203491
4005000.0,Kew,4,House,PI,28/05/2016,3101.0,4.0,3.0,3.0,800.0,,2009.0,Boroondara City Council,-37.8022,145.0565,Southern Metropolitan,10331.0,4,800.0,,False,10.516298368643207
2003000.0,Kew,3,House,S,28/05/2016,3101.0,3.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,10331.0,3,,,True,
1211000.0,Kew,3,House,S,28/05/2016,3101.0,3.0,1.0,1.0,633.0,,,Boroondara City Council,-37.7916,145.0352,Southern Metropolitan,10331.0,3,633.0,,False,8.41068695940456
891000.0,Kew,2,Unit / Duplex,S,28/05/2016,3101.0,2.0,1.0,0.0,121.0,,,Boroondara City Council,-37.8126,145.0534,Southern Metropolitan,10331.0,2,121.0,,True,10.113150365919823
3500000.0,Kew,5,House,PI,28/05/2016,3101.0,3.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,10331.0,5,,,True,
4501000.0,Kew,4,House,S,28/05/2016,3101.0,3.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,10331.0,4,,,True,
620000.0,Kew,3,Unit / Duplex,VB,28/05/2016,3101.0,3.0,1.0,1.0,0.0,112.0,1970.0,Boroondara City Council,-37.7978,145.0333,Southern Metropolitan,10331.0,3,0.0,112.0,False,8.043128303026359
975000.0,Kew,2,House,S,28/08/2016,3101.0,3.0,,0.0,,,,Boroondara City Council,-37.7929,145.0335,Southern Metropolitan,10331.0,2,,,True,8.190291651667017
2800000.0,Kew,5,House,PI,28/08/2016,3101.0,5.0,2.0,3.0,920.0,241.0,1900.0,Boroondara City Council,-37.8017,145.0419,Southern Metropolitan,10331.0,5,920.0,241.0,False,8.913573643811485
1420000.0,Kew,3,House,S,28/08/2016,3101.0,3.0,2.0,2.0,275.0,153.0,1999.0,Boroondara City Council,-37.8052,145.0489,Southern Metropolitan,10331.0,3,275.0,153.0,False,9.645209774458165
1800000.0,Kew,3,House,PI,28/08/2016,3101.0,4.0,2.0,1.0,336.0,,1910.0,Boroondara City Council,-37.8074,145.0318,Southern Metropolitan,10331.0,3,336.0,,False,7.734093553883688
1505000.0,Kew,3,House,S,28/08/2016,3101.0,3.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,10331.0,3,,,True,
3065000.0,Kew,3,House,S,30/07/2016,3101.0,3.0,2.0,3.0,773.0,,,Boroondara City Council,-37.8107,145.051,Southern Metropolitan,10331.0,3,773.0,,False,9.848137759596462
395000.0,Kew,1,Unit / Duplex,VB,30/07/2016,3101.0,1.0,1.0,1.0,0.0,55.0,2005.0,Boroondara City Council,-37.7999,145.0544,Southern Metropolitan,10331.0,1,0.0,55.0,False,10.315305678325604
2250000.0,Kew,4,House,S,30/07/2016,3101.0,4.0,3.0,2.0,741.0,307.0,1890.0,Boroondara City Council,-37.8043,145.0291,Southern Metropolitan,10331.0,4,741.0,307.0,False,7.467860835542688
2040000.0,Kew East,4,House,PI,3/09/2016,3102.0,3.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,2671.0,4,,,True,
2490000.0,Kew East,4,House,S,3/09/2016,3102.0,3.0,2.0,2.0,712.0,14.0,,Boroondara City Council,-37.7936,145.0566,Southern Metropolitan,2671.0,4,712.0,14.0,False,10.670623299879297
620000.0,Kew East,2,Unit / Duplex,S,3/09/2016,3102.0,2.0,1.0,1.0,0.0,,1970.0,Boroondara City Council,-37.7971,145.0514,Southern Metropolitan,2671.0,2,0.0,,False,10.032682219404304
1750000.0,Kew East,3,House,S,4/03/2017,3102.0,3.0,1.0,3.0,650.0,,,Boroondara City Council,-37.7955,145.0473,Southern Metropolitan,2671.0,3,650.0,,False,9.617024439756927
1880000.0,Kew East,3,House,SP,4/03/2017,3102.0,3.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,2671.0,3,,,True,
1950000.0,Kew East,5,House,VB,4/06/2016,3102.0,5.0,2.0,3.0,711.0,,1940.0,Boroondara City Council,-37.7923,145.0528,Southern Metropolitan,2671.0,5,711.0,,False,10.287215299942913
605000.0,Kew East,2,Unit / Duplex,S,7/05/2016,3102.0,2.0,1.0,1.0,0.0,83.0,1960.0,Boroondara City Council,-37.7969,145.0511,Southern Metropolitan,2671.0,2,0.0,83.0,False,10.003606798814843
2908000.0,Kew East,4,House,S,8/10/2016,3102.0,3.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,2671.0,4,,,True,
1805000.0,Kew East,4,House,S,8/10/2016,3102.0,3.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,2671.0,4,,,True,
1250000.0,Kew East,3,Unit / Duplex,S,10/09/2016,3102.0,2.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,2671.0,3,,,True,
1920000.0,Kew East,3,House,S,10/12/2016,3102.0,3.0,1.0,2.0,672.0,152.0,1940.0,Boroondara City Council,-37.789,145.0616,Southern Metropolitan,2671.0,3,672.0,152.0,False,11.320900586267417
1292000.0,Kew East,3,Unit / Duplex,S,12/11/2016,3102.0,2.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,2671.0,3,,,True,
1900000.0,Kew East,4,House,SP,12/11/2016,3102.0,3.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,2671.0,4,,,True,
1610000.0,Kew East,4,House,S,12/11/2016,3102.0,4.0,2.0,2.0,763.0,,,Boroondara City Council,-37.7916,145.0529,Southern Metropolitan,2671.0,4,763.0,,False,10.315028716457485
1850000.0,Kew East,5,House,PI,12/11/2016,3102.0,5.0,3.0,4.0,787.0,,,Boroondara City Council,-37.7894,145.0462,Southern Metropolitan,2671.0,5,787.0,,False,9.652536492091723
1615000.0,Kew East,3,House,S,13/08/2016,3102.0,3.0,1.0,1.0,702.0,127.0,1933.0,Boroondara City Council,-37.7922,145.0518,Southern Metropolitan,2671.0,3,702.0,127.0,False,10.181259499828473
655000.0,Kew East,2,Unit / Duplex,S,13/08/2016,3102.0,2.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,2671.0,2,,,True,
2250000.0,Kew East,5,House,VB,14/05/2016,3102.0,3.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,2671.0,5,,,True,
1830000.0,Kew East,4,House,PI,15/10/2016,3102.0,4.0,2.0,0.0,596.0,,1930.0,Boroondara City Council,-37.799,145.0578,Southern Metropolitan,2671.0,4,596.0,,True,10.702737046454311
1300000.0,Kew East,3,House,S,15/10/2016,3102.0,3.0,1.0,0.0,378.0,,,Boroondara City Council,-37.7956,145.0525,Southern Metropolitan,2671.0,3,378.0,,True,10.181949279223948
1880000.0,Kew East,3,House,S,15/10/2016,3102.0,3.0,1.0,2.0,836.0,,,Boroondara City Council,-37.7951,145.053,Southern Metropolitan,2671.0,3,836.0,,False,10.246689440610359
2081000.0,Kew East,4,House,S,16/04/2016,3102.0,3.0,4.0,3.0,948.0,311.0,1960.0,Boroondara City Council,-37.7881,145.0631,Southern Metropolitan,2671.0,4,948.0,311.0,False,11.50593282992134
900000.0,Kew East,2,House,S,17/09/2016,3102.0,3.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,2671.0,2,,,True,
1750000.0,Kew East,3,House,S,17/09/2016,3102.0,3.0,2.0,4.0,611.0,160.0,1930.0,Boroondara City Council,-37.7997,145.058,Southern Metropolitan,2671.0,3,611.0,160.0,False,10.714362318028064
3028000.0,Kew East,5,House,S,18/03/2017,3102.0,5.0,5.0,4.0,696.0,,,Boroondara City Council,-37.7974,145.0491,Southern Metropolitan,2671.0,5,696.0,,False,9.775415605783502
2100000.0,Kew East,5,House,VB,18/06/2016,3102.0,5.0,3.0,2.0,695.0,360.0,1950.0,Boroondara City Council,-37.7904,145.0548,Southern Metropolitan,2671.0,5,695.0,360.0,False,10.550565729283786
2175000.0,Kew East,4,House,VB,22/05/2016,3102.0,4.0,2.0,2.0,691.0,,1940.0,Boroondara City Council,-37.793,145.0592,Southern Metropolitan,2671.0,4,691.0,,False,10.966663091309675
1300000.0,Kew East,6,House,VB,22/05/2016,3102.0,6.0,3.0,2.0,730.0,310.0,1968.0,Boroondara City Council,-37.7917,145.0509,Southern Metropolitan,2671.0,5,730.0,310.0,False,10.096178550428489
1580000.0,Kew East,3,House,S,22/08/2016,3102.0,3.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,2671.0,3,,,True,
1350000.0,Kew East,3,House,SA,22/08/2016,3102.0,3.0,2.0,2.0,414.0,,2005.0,Boroondara City Council,-37.7938,145.0545,Southern Metropolitan,2671.0,3,414.0,,False,10.437667083937562
900000.0,Kew East,3,Unit / Duplex,PI,22/08/2016,3102.0,2.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,2671.0,3,,,True,
1963000.0,Kew East,3,Townhouse,S,24/09/2016,3102.0,3.0,2.0,2.0,426.0,,2010.0,Boroondara City Council,-37.7917,145.0585,Southern Metropolitan,2671.0,3,426.0,,False,10.919663589370298
1315000.0,Kew East,4,House,SP,24/09/2016,3102.0,4.0,2.0,2.0,458.0,200.0,1930.0,Boroondara City Council,-37.7981,145.0472,Southern Metropolitan,2671.0,4,458.0,200.0,False,9.554530055924346
675000.0,Kew East,2,Unit / Duplex,S,24/09/2016,3102.0,2.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,2671.0,2,,,True,
1620000.0,Kew East,3,Townhouse,S,25/02/2017,3102.0,3.0,2.0,2.0,248.0,167.0,2012.0,Boroondara City Council,-37.7923,145.0595,Southern Metropolitan,2671.0,3,248.0,167.0,False,11.014672263812262
1770000.0,Kew East,3,House,S,27/06/2016,3102.0,3.0,1.0,1.0,698.0,,,Boroondara City Council,-37.7902,145.061,Southern Metropolitan,2671.0,3,698.0,,False,11.226293646727845
1910000.0,Kew East,3,House,S,27/11/2016,3102.0,3.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,2671.0,3,,,True,
1230000.0,Kew East,3,House,S,28/08/2016,3102.0,3.0,,0.0,,,,Boroondara City Council,,,Southern Metropolitan,2671.0,3,,,True,
1815000.0,Kooyong,4,House,S,12/11/2016,3144.0,3.0,,0.0,,,,Stonnington City Council,,,Southern Metropolitan,394.0,4,,,True,
1290000.0,Kooyong,2,House,S,15/10/2016,3144.0,2.0,2.0,2.0,0.0,,,Stonnington City Council,-37.8407,145.0343,Southern Metropolitan,394.0,2,0.0,,False,8.59490182683644
1706000.0,Kooyong,3,Townhouse,S,27/11/2016,3144.0,3.0,,0.0,,,,Stonnington City Council,,,Southern Metropolitan,394.0,3,,,True,
615000.0,Maidstone,3,Townhouse,S,3/09/2016,3012.0,3.0,2.0,2.0,165.0,161.0,2007.0,Maribyrnong City Council,-37.7773,144.8725,Western Metropolitan,3873.0,3,165.0,161.0,False,10.694529093012983
