isFraud,TransactionAmt,OperatingSystemVersion,BrowserVersion,ProductCode,CardNetwork,CardType,EmailDomainPayer,EmailDomainReceiver,OperatingSystemName,BrowserName
0,500.0,,11.0,R,visa,credit,me.com,me.com,,ie
0,17.14,,,C,visa,credit,anonymous.com,anonymous.com,,firefox
0,75.0,,,H,visa,debit,gmail.com,gmail.com,iOS,mobile safari generic
0,550.0,7,63.0,R,american express,credit,gmail.com,anonymous.com,Windows,chrome
0,125.0,7,11.0,H,visa,debit,gmail.com,,Windows,ie
0,100.0,10.3,10.0,R,visa,credit,gmail.com,gmail.com,iOS,mobile safari
0,25.0,10,16.0,H,mastercard,credit,gmail.com,yahoo.com,Windows,edge
0,60.0,7,11.0,H,visa,credit,gmail.com,,Windows,ie
0,100.0,,,R,american express,credit,aol.com,aol.com,,
0,24.603,,63.0,C,visa,debit,anonymous.com,anonymous.com,,chrome
0,50.0,10.12,,H,visa,debit,anonymous.com,,Mac OS X,safari generic
0,100.0,7,11.0,R,american express,credit,gmail.com,gmail.com,Windows,ie
0,100.0,10.12,63.0,R,mastercard,debit,gmail.com,anonymous.com,Mac OS X,chrome
0,150.0,7,11.0,R,visa,debit,yahoo.com,anonymous.com,Windows,ie
0,150.0,10.13,,R,mastercard,credit,gmail.com,anonymous.com,Mac OS X,safari generic
0,25.0,11.1,11.0,H,visa,debit,gmail.com,,iOS,mobile safari
0,500.0,10.3,10.0,R,visa,debit,anonymous.com,anonymous.com,iOS,mobile safari
0,250.0,7,63.0,R,american express,credit,aol.com,comcast.net,Windows,chrome
0,4.028,,63.0,C,visa,debit,yahoo.com,yahoo.com,,chrome
0,15.741,,,C,visa,credit,yahoo.com.mx,yahoo.com.mx,,mobile safari generic
0,5.014,,63.0,C,visa,credit,gmail.com,gmail.com,,chrome
0,150.0,10.13,63.0,R,visa,debit,gmail.com,gmail.com,Mac OS X,chrome
0,51.421,,62.0,C,mastercard,credit,gmail.com,gmail.com,,chrome
0,100.0,7,11.0,R,visa,credit,hotmail.com,hotmail.com,Windows,ie
0,100.0,8,63.0,R,visa,credit,att.net,me.com,Windows,chrome
0,75.0,10,63.0,H,visa,debit,hotmail.com,hotmail.com,Windows,chrome
0,100.0,8.1,11.0,R,visa,debit,gmail.com,gmail.com,Windows,ie
0,500.0,10.3,10.0,R,visa,debit,anonymous.com,anonymous.com,iOS,mobile safari
0,100.0,10,11.0,H,visa,credit,hotmail.com,yahoo.com,Windows,ie
0,1000.0,10,63.0,R,mastercard,credit,anonymous.com,anonymous.com,Windows,chrome
0,60.0,7,11.0,H,visa,credit,gmail.com,,Windows,ie
0,100.0,10,15.0,S,visa,credit,,gmail.com,Windows,edge
0,22.912,,11.0,C,mastercard,credit,hotmail.com,hotmail.com,,mobile safari
0,100.0,10.13,57.0,R,american express,credit,anonymous.com,anonymous.com,Mac OS X,firefox
0,70.172,,,C,visa,credit,gmail.com,gmail.com,,firefox
0,25.0,10.12,62.0,H,visa,debit,anonymous.com,anonymous.com,Mac OS X,chrome
0,300.0,10,63.0,H,visa,debit,anonymous.com,gmail.com,Windows,chrome
0,30.899,,62.0,C,visa,debit,gmail.com,gmail.com,,chrome
0,150.0,7,63.0,R,visa,credit,anonymous.com,anonymous.com,Windows,chrome
0,150.0,10,,R,american express,credit,aol.com,gmail.com,Windows,chrome
0,50.0,7,63.0,R,visa,debit,anonymous.com,anonymous.com,Windows,chrome
0,150.0,7,11.0,R,american express,credit,anonymous.com,anonymous.com,Windows,ie
0,25.0,10,11.0,H,visa,debit,yahoo.com,yahoo.com,Windows,ie
0,22.912,,11.0,C,mastercard,credit,hotmail.com,hotmail.com,,mobile safari
0,25.0,10.13,63.0,S,visa,credit,,yahoo.com,Mac OS X,chrome
0,250.0,10,63.0,R,american express,credit,comcast.net,comcast.net,Windows,chrome
0,150.0,,11.0,R,visa,credit,hotmail.com,hotmail.com,,ie
0,50.0,11.2,11.0,H,visa,credit,gmail.com,gmail.com,iOS,mobile safari
0,50.0,10,63.0,R,american express,credit,aol.com,aol.com,Windows,chrome
0,150.0,7,63.0,R,visa,credit,anonymous.com,anonymous.com,Windows,chrome
0,25.0,7,63.0,S,visa,credit,,comcast.net,Windows,chrome
0,150.0,10,,R,american express,credit,aol.com,gmail.com,Windows,chrome
0,40.0,11.1,11.0,H,mastercard,debit,yahoo.com,yahoo.com,iOS,mobile safari
0,100.0,10,63.0,H,visa,debit,gmail.com,gmail.com,Windows,chrome
0,100.0,10,63.0,R,american express,credit,gmail.com,gmail.com,Windows,chrome
0,50.0,6.0,63.0,R,visa,debit,yahoo.com,anonymous.com,Android,chrome
1,250.0,10,63.0,R,visa,debit,aim.com,aim.com,Windows,chrome
0,500.0,10.3,10.0,R,visa,debit,anonymous.com,anonymous.com,iOS,mobile safari
0,25.0,7,63.0,R,discover,credit,gmail.com,gmail.com,Windows,chrome
0,75.0,10.11,63.0,R,visa,credit,sbcglobal.net,sbcglobal.net,Mac OS X,chrome
0,500.0,10,11.0,R,american express,credit,hotmail.com,gmail.com,Windows,ie
0,38.944,,63.0,C,mastercard,debit,hotmail.com,hotmail.com,,chrome
0,25.0,7,63.0,R,mastercard,credit,gmail.com,gmail.com,Windows,chrome
0,500.0,10.3,10.0,R,visa,debit,anonymous.com,anonymous.com,iOS,mobile safari
0,500.0,10.3,10.0,R,visa,debit,anonymous.com,anonymous.com,iOS,mobile safari
0,25.0,7,63.0,R,visa,credit,gmail.com,gmail.com,Windows,chrome
0,100.0,10.11,,H,visa,debit,gmail.com,,Mac OS X,safari generic
0,30.0,,,H,visa,credit,gmail.com,gmail.com,,
0,50.0,7,63.0,H,visa,debit,gmail.com,,Windows,chrome
0,175.0,7,11.0,R,american express,credit,comcast.net,comcast.net,Windows,ie
0,100.0,9.3,9.0,R,american express,credit,gmail.com,gmail.com,iOS,mobile safari
0,100.0,11.0,11.0,R,visa,debit,aol.com,gmail.com,iOS,mobile safari
0,75.0,,62.0,R,visa,debit,anonymous.com,anonymous.com,Linux,chrome
0,150.0,7,63.0,R,visa,debit,gmail.com,gmail.com,Windows,chrome
0,75.0,7,63.0,R,visa,credit,gmail.com,gmail.com,Windows,chrome
0,150.0,,,R,discover,credit,anonymous.com,anonymous.com,,
0,100.0,10,63.0,R,visa,debit,sbcglobal.net,sbcglobal.net,Windows,chrome
0,200.0,,11.0,R,american express,credit,anonymous.com,anonymous.com,,ie
0,100.0,10,11.0,R,visa,credit,gmail.com,twc.com,Windows,ie
0,50.0,10.3,10.0,H,mastercard,credit,yahoo.com,,iOS,mobile safari
0,97.07,,63.0,C,visa,debit,gmail.com,gmail.com,,chrome
0,36.146,,11.0,C,mastercard,debit,icloud.com,icloud.com,,mobile safari
0,68.911,,63.0,C,mastercard,debit,anonymous.com,anonymous.com,,chrome
0,250.0,11.2,11.0,R,american express,credit,yahoo.com,yahoo.com,iOS,mobile safari
0,200.0,11.2,11.0,R,visa,debit,aol.com,aol.com,iOS,mobile safari
0,200.0,10.13,,R,visa,credit,yahoo.com,yahoo.com,Mac OS X,safari generic
0,50.0,7,63.0,H,mastercard,credit,yahoo.com,,Windows,chrome
0,600.0,7,63.0,R,visa,credit,anonymous.com,anonymous.com,Windows,chrome
0,150.0,11.2,,H,visa,credit,comcast.net,gmail.com,iOS,mobile safari generic
0,11.024,,63.0,C,visa,debit,yahoo.com,yahoo.com,,chrome
0,50.0,,,H,visa,debit,gmail.com,gmail.com,,
0,200.0,,11.0,R,mastercard,credit,aol.com,aol.com,,ie
0,50.0,8.1,63.0,R,mastercard,debit,yahoo.com,yahoo.com,Windows,chrome
0,50.0,7,,S,mastercard,debit,,anonymous.com,Windows,chrome
0,50.0,7,11.0,R,visa,debit,anonymous.com,yahoo.com,Windows,ie
0,75.0,,,H,visa,debit,yahoo.com,yahoo.com,,
0,25.0,10,62.0,H,visa,debit,gmail.com,gmail.com,Windows,chrome
0,25.0,10,62.0,H,visa,debit,gmail.com,gmail.com,Windows,chrome
0,100.0,,63.0,R,visa,credit,gmail.com,aol.com,,chrome
0,100.0,10,63.0,H,visa,credit,gmail.com,gmail.com,Windows,chrome
0,60.399,,6.2,C,visa,debit,hotmail.com,hotmail.com,,samsung browser
0,40.0,11.2,11.0,H,visa,debit,gmail.com,yahoo.com,iOS,mobile safari
0,100.0,10.13,,R,visa,credit,msn.com,msn.com,Mac OS X,safari generic
0,25.0,7,11.0,S,visa,credit,,anonymous.com,Windows,ie
0,1000.0,,63.0,R,mastercard,credit,anonymous.com,anonymous.com,,chrome
0,150.0,8.1,63.0,R,visa,debit,hotmail.com,hotmail.com,Windows,chrome
0,150.0,10.12,62.0,R,visa,credit,hotmail.com,hotmail.com,Mac OS X,chrome
0,100.0,10,63.0,R,visa,credit,yahoo.com,yahoo.com,Windows,chrome
0,30.0,7,63.0,H,visa,credit,gmail.com,gmail.com,Windows,chrome
0,100.0,7,63.0,R,visa,credit,anonymous.com,anonymous.com,Windows,chrome
0,100.0,,,R,discover,credit,anonymous.com,anonymous.com,,
0,50.0,10,63.0,H,visa,credit,gmail.com,,Windows,chrome
0,500.0,10.3,10.0,R,visa,debit,anonymous.com,anonymous.com,iOS,mobile safari
0,75.0,,,R,visa,credit,anonymous.com,anonymous.com,,
0,30.0,7,11.0,H,visa,debit,gmail.com,,Windows,ie
0,1000.0,7,63.0,R,mastercard,credit,anonymous.com,anonymous.com,Windows,chrome
0,500.0,10.3,10.0,R,visa,debit,anonymous.com,anonymous.com,iOS,mobile safari
0,40.0,,,S,visa,credit,,gmail.com,,
0,25.0,10.13,63.0,H,visa,credit,gmail.com,gmail.com,Mac OS X,chrome
0,50.0,10.11,62.0,H,mastercard,debit,gmail.com,,Mac OS X,chrome
0,100.0,10,63.0,R,mastercard,credit,hotmail.com,hotmail.com,Windows,chrome
0,64.713,,63.0,C,visa,debit,hotmail.com,hotmail.com,,chrome
1,31.482,,,C,mastercard,debit,hotmail.com,hotmail.com,,opera
0,50.0,11.1,,H,visa,debit,gmail.com,gmail.com,iOS,mobile safari generic
0,50.0,10,57.0,R,mastercard,credit,gmail.com,gmail.com,Windows,firefox
0,200.0,,,R,american express,debit,aol.com,aol.com,,
0,100.0,7,11.0,R,mastercard,debit,msn.com,anonymous.com,Windows,ie
0,49.184,,63.0,C,visa,debit,gmail.com,gmail.com,,chrome
0,100.0,10,63.0,R,american express,credit,verizon.net,anonymous.com,Windows,chrome
0,150.0,11.2,11.0,H,visa,credit,msn.com,msn.com,iOS,mobile safari
1,31.482,,,C,mastercard,debit,hotmail.com,hotmail.com,,opera
0,28.09,,63.0,C,mastercard,debit,yahoo.com,yahoo.com,,chrome
0,55.968,,63.0,C,visa,debit,hotmail.com,hotmail.com,,chrome
0,12.72,,63.0,C,visa,debit,yahoo.com,yahoo.com,,chrome
0,50.0,10.11,63.0,H,mastercard,credit,yahoo.com,yahoo.com,Mac OS X,chrome
0,161.608,,63.0,C,mastercard,credit,hotmail.com,hotmail.com,,chrome
0,50.0,10.12,57.0,H,visa,credit,anonymous.com,,Mac OS X,firefox
0,100.0,8.1,63.0,R,visa,debit,gmail.com,gmail.com,Windows,chrome
0,100.0,8.1,11.0,R,visa,credit,aol.com,gmail.com,Windows,ie
0,17.315,,57.0,C,visa,debit,hotmail.com,hotmail.com,,firefox
0,150.0,7,,R,visa,debit,yahoo.com,anonymous.com,Windows,ie
0,100.0,10,57.0,R,visa,debit,gmail.com,gmail.com,Windows,firefox
0,50.0,7.0,63.0,H,mastercard,credit,yahoo.com,,Android,chrome
1,31.482,,,C,mastercard,debit,hotmail.com,hotmail.com,,opera
0,100.0,10,63.0,R,visa,credit,yahoo.com,yahoo.com,Windows,chrome
0,15.0,,,H,visa,debit,icloud.com,icloud.com,,
0,49.205,,57.0,C,visa,debit,gmail.com,gmail.com,,firefox
0,8.629,,63.0,C,visa,credit,hotmail.com,hotmail.com,,chrome
0,250.0,10,63.0,R,american express,credit,comcast.net,comcast.net,Windows,chrome
0,50.0,7.0,59.0,H,visa,debit,gmail.com,gmail.com,Android,chrome
1,31.482,,,C,mastercard,debit,hotmail.com,hotmail.com,,opera
0,150.0,7,63.0,H,visa,credit,hotmail.com,,Windows,chrome
0,25.0,10,63.0,R,visa,debit,anonymous.com,gmail.com,Windows,chrome
0,10.086,,62.0,C,mastercard,credit,hotmail.com,hotmail.com,,chrome
0,28.217,,63.0,C,visa,credit,gmail.com,gmail.com,,chrome
0,200.0,11.2,11.0,R,american express,credit,yahoo.com,me.com,iOS,mobile safari
0,12.593,,63.0,C,visa,debit,gmail.com,gmail.com,,chrome
0,60.0,11.0,11.0,H,visa,debit,icloud.com,me.com,iOS,mobile safari
0,100.0,11.0,11.0,R,visa,debit,gmail.com,hotmail.com,iOS,mobile safari
0,50.0,10.0,10.0,H,mastercard,debit,cfl.rr.com,,iOS,mobile safari
0,200.0,7,63.0,R,visa,credit,gmail.com,gmail.com,Windows,chrome
0,200.0,7,63.0,R,visa,credit,gmail.com,gmail.com,Windows,chrome
0,19.006,,63.0,C,visa,debit,hotmail.com,hotmail.com,,chrome
0,500.0,,11.0,R,visa,credit,gmail.com,gmail.com,,ie
0,200.0,10,63.0,R,visa,credit,gmail.com,cox.net,Windows,chrome
0,100.0,7,11.0,R,visa,credit,hotmail.com,hotmail.com,Windows,ie
0,19.006,,63.0,C,visa,debit,hotmail.com,hotmail.com,,chrome
0,50.0,,11.0,R,american express,credit,anonymous.com,anonymous.com,,ie
0,38.128,,,C,visa,credit,hotmail.com,hotmail.com,,chrome generic
0,100.0,11.0,11.0,R,visa,debit,gmail.com,hotmail.com,iOS,mobile safari
0,150.0,11.1,11.0,R,visa,debit,anonymous.com,anonymous.com,iOS,mobile safari
0,70.426,,62.0,C,mastercard,debit,hotmail.com,hotmail.com,,chrome
0,200.0,10.2,10.0,R,american express,credit,anonymous.com,anonymous.com,iOS,mobile safari
0,22.154,,63.0,C,visa,credit,hotmail.com,hotmail.com,,chrome
0,19.006,,63.0,C,visa,debit,hotmail.com,hotmail.com,,chrome
0,100.0,7.0,,R,american express,credit,yahoo.com,anonymous.com,Android,other
1,31.482,,,C,visa,credit,hotmail.com,hotmail.com,,opera
0,200.0,10,15.0,R,mastercard,debit,gmail.com,gmail.com,Windows,edge
0,100.0,9.3,9.0,R,visa,credit,gmail.com,gmail.com,iOS,mobile safari
0,36.379,,63.0,C,mastercard,debit,anonymous.com,anonymous.com,,chrome
0,81.853,,63.0,C,mastercard,debit,hotmail.com,hotmail.com,,chrome
0,500.0,11.1,11.0,R,american express,credit,yahoo.com,yahoo.com,iOS,mobile safari
0,100.0,10,15.0,S,visa,debit,,gmail.com,Windows,edge
0,200.0,,,R,visa,credit,anonymous.com,yahoo.com,,
0,150.0,10.12,62.0,H,visa,credit,gmail.com,gmail.com,Mac OS X,chrome
0,175.0,,11.0,R,visa,credit,anonymous.com,anonymous.com,,ie
0,40.0,10.3,10.0,H,mastercard,debit,yahoo.com,gmail.com,iOS,mobile safari
0,25.0,7,63.0,H,visa,debit,gmail.com,gmail.com,Windows,chrome
0,20.522,,63.0,C,visa,credit,gmail.com,gmail.com,,chrome
0,500.0,11.1,11.0,R,american express,credit,yahoo.com,yahoo.com,iOS,mobile safari
0,500.0,11.1,11.0,R,american express,credit,yahoo.com,yahoo.com,iOS,mobile safari
0,125.229,,,C,mastercard,debit,yahoo.es,yahoo.es,,
0,250.0,7.0,63.0,R,visa,credit,outlook.com,outlook.com,Android,chrome
0,200.0,10,63.0,R,mastercard,credit,anonymous.com,anonymous.com,Windows,chrome
0,250.0,7.0,63.0,R,visa,credit,outlook.com,outlook.com,Android,chrome
0,28.684,,63.0,C,mastercard,debit,hotmail.com,hotmail.com,,chrome
0,100.0,7,11.0,R,mastercard,credit,yahoo.com,yahoo.com,Windows,ie
0,200.0,11.1,11.0,R,mastercard,credit,yahoo.com,yahoo.com,iOS,mobile safari
0,150.0,10,63.0,R,visa,debit,verizon.net,aol.com,Windows,chrome
0,100.0,10.3,10.0,H,visa,credit,gmail.com,yahoo.com,iOS,mobile safari
0,500.0,11.1,11.0,R,american express,credit,yahoo.com,yahoo.com,iOS,mobile safari
0,100.0,11.1,11.0,H,mastercard,debit,comcast.net,,iOS,mobile safari
0,500.0,11.1,11.0,R,american express,credit,yahoo.com,yahoo.com,iOS,mobile safari
0,20.352,,11.0,C,visa,credit,hotmail.com,hotmail.com,,mobile safari
0,200.0,7,63.0,R,mastercard,credit,anonymous.com,aol.com,Windows,chrome
0,150.0,11.0,11.0,R,visa,debit,gmail.com,hotmail.com,iOS,mobile safari
0,500.0,11.1,11.0,R,american express,credit,yahoo.com,yahoo.com,iOS,mobile safari
0,50.0,7,63.0,H,visa,credit,gmail.com,gmail.com,Windows,chrome
0,150.0,11.2,11.0,R,mastercard,credit,yahoo.com,yahoo.com,iOS,mobile safari
0,100.0,10.6,49.0,R,visa,debit,gmail.com,gmail.com,Mac OS X,chrome
1,31.482,,,C,visa,credit,hotmail.com,hotmail.com,,opera
0,25.0,7,63.0,H,visa,credit,anonymous.com,,Windows,chrome
0,50.0,7.0,6.2,R,visa,debit,yahoo.com,anonymous.com,Android,samsung browser
0,10.261,,62.0,C,mastercard,debit,gmail.com,gmail.com,,chrome
0,150.0,11.2,11.0,R,american express,credit,yahoo.com,yahoo.com,iOS,mobile safari
0,100.0,8.1,,R,visa,credit,gmail.com,gmail.com,Windows,Microsoft
0,50.0,9.3,9.0,R,mastercard,credit,bellsouth.net,yahoo.com,iOS,mobile safari
0,15.0,7,11.0,S,mastercard,debit,,gmail.com,Windows,ie
0,200.0,10.12,,R,visa,credit,anonymous.com,anonymous.com,Mac OS X,safari generic
0,200.0,10,15.0,R,mastercard,credit,anonymous.com,anonymous.com,Windows,edge
0,25.0,,11.0,R,mastercard,credit,gmail.com,gmail.com,,ie
0,25.0,10.3,10.0,H,visa,debit,hotmail.com,,iOS,mobile safari
0,200.0,10.12,,R,visa,credit,anonymous.com,anonymous.com,Mac OS X,safari generic
0,200.0,,11.0,R,mastercard,credit,aol.com,aol.com,,ie
0,200.0,10.12,,R,visa,credit,anonymous.com,anonymous.com,Mac OS X,safari generic
0,26.352,,63.0,C,visa,debit,gmail.com,gmail.com,,chrome
0,200.0,,11.0,R,visa,credit,aol.com,aol.com,,ie
0,25.0,7,62.0,R,visa,credit,yahoo.com,comcast.net,Windows,chrome
0,200.0,10.12,,R,visa,credit,anonymous.com,anonymous.com,Mac OS X,safari generic
0,350.0,10.12,63.0,R,visa,debit,gmail.com,anonymous.com,Mac OS X,chrome
0,50.0,11.1,11.0,H,visa,debit,aol.com,aol.com,iOS,mobile safari
0,25.0,7,62.0,H,mastercard,credit,hotmail.com,anonymous.com,Windows,chrome
0,26.352,,63.0,C,visa,debit,gmail.com,gmail.com,,chrome
0,92.464,,63.0,C,visa,debit,gmail.com,gmail.com,,chrome
0,100.0,7,11.0,R,visa,credit,yahoo.com,yahoo.com,Windows,ie
0,150.0,,11.0,R,american express,credit,gmail.com,gmail.com,,ie
0,100.0,10.12,,R,american express,credit,comcast.net,comcast.net,Mac OS X,safari generic
0,16.441,,11.0,C,mastercard,debit,gmail.com,gmail.com,,mobile safari
0,42.559,,,C,visa,credit,gmail.com,gmail.com,,safari generic
0,26.352,,63.0,C,visa,debit,gmail.com,gmail.com,,chrome
0,500.0,10.3,10.0,R,visa,debit,anonymous.com,anonymous.com,iOS,mobile safari
0,500.0,10.3,10.0,R,visa,debit,anonymous.com,anonymous.com,iOS,mobile safari
0,250.0,11.2,11.0,R,american express,credit,yahoo.com,gmail.com,iOS,mobile safari
0,200.0,7,11.0,R,visa,credit,gmail.com,anonymous.com,Windows,ie
0,35.0,11.1,11.0,H,mastercard,debit,yahoo.com,,iOS,mobile safari
0,100.0,10,63.0,R,mastercard,credit,aol.com,gmail.com,Windows,chrome
0,18.656,,57.0,C,visa,debit,gmail.com,gmail.com,,firefox
0,50.0,11.2,,H,visa,credit,yahoo.com,gmail.com,iOS,mobile safari generic
0,600.0,10,15.0,R,mastercard,credit,anonymous.com,anonymous.com,Windows,edge
0,1000.0,7,11.0,R,visa,credit,anonymous.com,anonymous.com,Windows,ie
0,26.352,,63.0,C,visa,debit,gmail.com,gmail.com,,chrome
0,200.0,10,63.0,R,american express,credit,aol.com,aol.com,Windows,chrome
0,50.0,10,63.0,H,visa,debit,gmail.com,anonymous.com,Windows,chrome
0,50.0,10,16.0,H,visa,credit,gmail.com,gmail.com,Windows,edge
0,100.0,11.0,11.0,R,american express,credit,gmail.com,gmail.com,iOS,mobile safari
0,50.0,10,16.0,H,visa,debit,gmail.com,gmail.com,Windows,edge
1,200.0,,11.0,R,mastercard,debit,comcast.net,comcast.net,,ie
0,500.0,10.3,10.0,R,visa,debit,anonymous.com,anonymous.com,iOS,mobile safari
0,100.0,11.0,11.0,R,american express,credit,gmail.com,gmail.com,iOS,mobile safari
1,200.0,,11.0,R,mastercard,debit,comcast.net,comcast.net,,ie
0,250.0,11.1,11.0,R,visa,debit,aol.com,aol.com,iOS,mobile safari
0,75.0,10.11,60.0,H,mastercard,debit,gmail.com,gmail.com,Mac OS X,chrome
0,50.0,7,63.0,H,mastercard,debit,gmail.com,gmail.com,Windows,chrome
1,200.0,,11.0,R,mastercard,debit,comcast.net,comcast.net,,ie
0,33.814,,63.0,C,visa,credit,hotmail.com,hotmail.com,,chrome
0,100.0,11.0,11.0,R,american express,credit,gmail.com,gmail.com,iOS,mobile safari
0,25.0,11.2,11.0,H,visa,debit,gmail.com,gmail.com,iOS,mobile safari
0,150.0,10.12,63.0,H,visa,debit,gmail.com,,Mac OS X,chrome
0,600.0,10,63.0,R,visa,credit,anonymous.com,anonymous.com,Windows,chrome
0,600.0,10,63.0,R,visa,credit,anonymous.com,anonymous.com,Windows,chrome
0,25.0,10,63.0,H,mastercard,credit,live.com,live.com,Windows,chrome
0,129.426,,63.0,C,visa,credit,hotmail.com,hotmail.com,,chrome
0,100.0,7,63.0,R,visa,credit,anonymous.com,anonymous.com,Windows,chrome
0,26.352,,63.0,C,visa,debit,gmail.com,gmail.com,,chrome
0,50.0,7,63.0,H,mastercard,debit,yahoo.com,gmail.com,Windows,chrome
0,600.0,10,63.0,R,visa,credit,anonymous.com,anonymous.com,Windows,chrome
0,100.0,,,R,visa,credit,anonymous.com,gmail.com,,
0,150.0,7,11.0,R,visa,credit,yahoo.com,yahoo.com,Windows,ie
0,75.0,7,63.0,H,visa,credit,gmail.com,hotmail.com,Windows,chrome
0,100.0,7.0,63.0,R,mastercard,debit,charter.net,anonymous.com,Android,chrome
0,150.0,7,63.0,H,visa,credit,gmail.com,gmail.com,Windows,chrome
0,30.0,10.13,62.0,H,visa,credit,gmail.com,gmail.com,Mac OS X,chrome
0,10.086,,11.0,C,mastercard,credit,hotmail.com,hotmail.com,,mobile safari
0,100.0,10,63.0,R,visa,credit,comcast.net,gmail.com,Windows,chrome
0,65.0,11.2,11.0,H,visa,debit,gmail.com,gmail.com,iOS,mobile safari
0,400.0,11.2,11.0,R,mastercard,credit,aol.com,anonymous.com,iOS,mobile safari
0,25.0,7,11.0,H,visa,debit,anonymous.com,anonymous.com,Windows,ie
0,100.0,10,63.0,R,visa,credit,comcast.net,gmail.com,Windows,chrome
0,10.086,,11.0,C,mastercard,credit,hotmail.com,hotmail.com,,mobile safari
0,125.0,10.11,,R,visa,debit,anonymous.com,anonymous.com,Mac OS X,safari generic
0,20.0,8.1,63.0,H,visa,debit,anonymous.com,gmail.com,Windows,chrome
0,600.0,10,63.0,R,visa,credit,anonymous.com,anonymous.com,Windows,chrome
0,10.086,,11.0,C,mastercard,debit,hotmail.com,hotmail.com,,mobile safari
0,300.0,10,63.0,R,visa,credit,gmail.com,gmail.com,Windows,chrome
0,25.0,7,11.0,R,visa,credit,anonymous.com,anonymous.com,Windows,ie
0,100.0,10.11,,R,mastercard,credit,gmail.com,anonymous.com,Mac OS X,safari generic
0,250.0,7,11.0,R,discover,credit,anonymous.com,anonymous.com,Windows,ie
0,250.0,7,63.0,R,visa,credit,anonymous.com,anonymous.com,Windows,chrome
0,100.0,11.2,11.0,H,mastercard,debit,gmail.com,gmail.com,iOS,mobile safari
0,300.0,7,11.0,R,discover,credit,gmail.com,gmail.com,Windows,ie
0,150.0,11.2,11.0,H,mastercard,credit,gmail.com,gmail.com,iOS,mobile safari
0,38.012,,11.0,C,visa,credit,anonymous.com,anonymous.com,,mobile safari
0,25.0,11.1,11.0,H,visa,credit,hotmail.com,gmail.com,iOS,mobile safari
0,50.0,,,H,visa,credit,outlook.com,gmail.com,,
0,89.199,,49.0,C,mastercard,debit,hotmail.com,hotmail.com,,chrome
0,100.0,10,16.0,H,visa,credit,gmail.com,gmail.com,Windows,edge
0,500.0,7,63.0,R,visa,credit,gmail.com,gmail.com,Windows,chrome
0,50.0,10,63.0,H,mastercard,debit,yahoo.com,,Windows,chrome
0,250.0,10,63.0,R,visa,debit,anonymous.com,anonymous.com,Windows,chrome
0,50.0,10,57.0,H,visa,debit,gmail.com,,Windows,firefox
0,500.0,7,63.0,R,american express,credit,anonymous.com,anonymous.com,Windows,chrome
0,100.0,7,63.0,H,visa,debit,yahoo.com,,Windows,chrome
0,200.0,,11.0,R,visa,credit,suddenlink.net,suddenlink.net,,ie
0,100.0,,,R,discover,credit,hotmail.com,hotmail.com,,
0,100.0,10,11.0,R,mastercard,debit,anonymous.com,anonymous.com,Windows,ie
0,500.0,7,63.0,R,visa,credit,gmail.com,gmail.com,Windows,chrome
0,10.086,,11.0,C,mastercard,credit,hotmail.com,hotmail.com,,mobile safari
0,200.0,7.0,6.2,R,visa,debit,yahoo.com,hotmail.com,Android,samsung browser
0,69.26,,63.0,C,mastercard,debit,gmail.com,gmail.com,,chrome
0,50.0,10,57.0,H,visa,credit,yahoo.com,yahoo.com,Windows,firefox
0,100.0,11.0,11.0,R,visa,credit,yahoo.com,msn.com,iOS,mobile safari
0,100.0,11.2,11.0,R,american express,credit,gmail.com,gmail.com,iOS,mobile safari
0,32.356,,,C,visa,credit,gmail.com,gmail.com,,safari generic
0,100.0,11.2,11.0,H,mastercard,credit,gmail.com,gmail.com,iOS,mobile safari
0,200.0,10.11,63.0,R,visa,credit,gmail.com,gmail.com,Mac OS X,chrome
0,500.0,7,63.0,R,visa,credit,gmail.com,gmail.com,Windows,chrome
0,32.356,,,C,visa,credit,gmail.com,gmail.com,,safari generic
0,50.0,7,63.0,R,mastercard,debit,anonymous.com,anonymous.com,Windows,chrome
0,900.0,10,63.0,R,visa,credit,anonymous.com,anonymous.com,Windows,chrome
0,200.0,10.13,63.0,R,american express,credit,anonymous.com,anonymous.com,Mac OS X,chrome
0,125.0,10,63.0,R,american express,credit,cox.net,gmail.com,Windows,chrome
0,200.0,10.13,63.0,R,american express,credit,anonymous.com,anonymous.com,Mac OS X,chrome
0,150.0,10.6,49.0,R,mastercard,credit,gmail.com,gmail.com,Mac OS X,chrome
0,50.0,10,16.0,S,visa,credit,,,Windows,edge
0,32.356,,,C,visa,credit,gmail.com,gmail.com,,safari generic
0,50.0,11.1,,H,visa,credit,gmail.com,,iOS,mobile safari generic
0,100.0,10.3,10.0,R,mastercard,credit,gmail.com,gmail.com,iOS,mobile safari
0,25.0,11.2,11.0,H,visa,debit,yahoo.com,gmail.com,iOS,mobile safari
0,100.0,10.1,10.0,H,visa,debit,anonymous.com,,iOS,mobile safari
0,100.0,7,63.0,R,visa,credit,yahoo.com,yahoo.com,Windows,chrome
0,50.0,10.12,,H,visa,credit,gmail.com,anonymous.com,Mac OS X,safari generic
0,200.0,8.1,57.0,R,visa,credit,anonymous.com,anonymous.com,Windows,firefox
0,200.0,10.13,63.0,R,american express,credit,anonymous.com,anonymous.com,Mac OS X,chrome
